MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.4309,41.0,4.1715,0.8171,1430.0,5.1897,40.156929222864,-120.22289060221303,1.2445
2.7336,47.0,4.0945,0.911,344.0,5.4293,37.727152150484486,-119.95183869685442,2.4364
1.9218,28.0,8.6505,1.2817,214.0,2.7367,32.91241906212078,-114.81560785447397,1.3587
2.2467,21.0,3.7856,0.7804,629.0,4.9366,38.51493806814321,-117.22807808909951,2.4527
12.2958,41.0,4.4132,0.7313,229.0,5.8722,41.53833175096324,-121.89971577102062,5.0
3.7425,45.0,2.3221,0.5302,1286.0,5.2563,38.21531229139015,-122.55750317622922,3.0485
3.3855,33.0,10.3263,1.827,234.0,2.2393,40.28229416455451,-122.08113953403944,2.1994
3.923,48.0,4.6573,0.5968,606.0,2.6313,40.899961401809875,-121.73257916355206,3.3648
3.6736,9.0,5.7249,1.0809,679.0,3.6455,34.66675783351486,-122.08307334099298,2.3175
0.7572,24.0,9.7128,1.9328,1541.0,2.9685,34.514425979128156,-117.58568230447985,1.841
13.5683,13.0,3.9069,0.6312,2875.0,4.1767,38.30431939408442,-123.28269813809618,5.0
0.9753,30.0,3.261,0.4242,7283.0,3.0118,36.40477046316369,-120.43273585806641,1.2846
9.1414,46.0,6.016,1.3109,2609.0,2.5951,40.478682377233845,-117.93693748381115,5.0
4.1896,43.0,5.5333,1.0531,110.0,2.4297,41.0502196722811,-121.44597027359923,2.1727
3.085,33.0,10.3577,1.5253,629.0,9.9216,35.85750310337582,-123.81461896063259,3.0519
2.195,46.0,5.4864,0.792,3270.0,1.5531,34.75027031025758,-123.64084881011733,1.4029
15.0,24.0,6.6309,1.2663,110.0,1.8169,39.914992394816686,-123.17734884880079,5.0
4.1501,20.0,5.2851,0.8469,2080.0,3.7992,35.110657337707295,-115.72364823888437,3.182
2.7521,50.0,3.5675,0.7487,278.0,3.9967,40.31483602587994,-117.59243319114782,2.547
1.8688,1.0,2.8009,0.4631,688.0,2.0448,36.52551340966325,-123.82251468347474,1.1557
1.7184,23.0,6.7195,1.2173,5509.0,4.1249,38.84172404326897,-120.39377676891009,2.4164
2.8163,33.0,3.375,0.4312,147.0,3.5529,33.40758548142935,-121.57485568510582,1.6488
1.4171,17.0,6.2354,1.1219,1934.0,3.6162,38.426663584427445,-118.43057882789759,0.7033
4.3743,2.0,5.0649,0.6145,468.0,2.4097,36.791792948003675,-119.01053752844071,2.6385
1.7299,31.0,4.7906,0.7995,432.0,1.3516,38.072780400167005,-119.448197754618,1.8368
5.493,31.0,4.3536,0.698,1895.0,3.2446,34.096134973576206,-121.19762011108756,4.0234
5.4076,16.0,3.7099,0.8099,644.0,3.4263,39.50030057696973,-123.0531023935381,4.0162
2.6148,37.0,5.833,1.2829,937.0,4.0559,40.69657223666067,-116.7050479798373,2.0642
4.0805,37.0,4.2905,0.7484,577.0,5.0073,34.55902810086237,-115.26150392715213,2.4306
4.226,7.0,4.9525,1.2226,1054.0,5.8858,33.40928827744153,-114.58641545305542,2.9324
0.9766,36.0,8.7848,1.3398,1300.0,4.2336,32.7245665674402,-123.8845008085574,0.8929
9.1357,1.0,6.1692,0.8732,95.0,5.3366,38.59872925421103,-116.73095852831673,4.7885
2.2727,30.0,4.5101,1.0187,7322.0,2.884,38.26739334284342,-116.87171367622689,1.8414
4.4234,18.0,4.3042,0.8019,2018.0,3.88,37.69362542078366,-114.55534905147131,3.3675
4.5111,42.0,3.8752,0.5634,328.0,3.1896,34.703497413101765,-121.84439675777347,3.7592
0.5,39.0,3.5408,0.5781,495.0,3.7303,36.213606961102386,-116.70712009790086,1.1309
1.7163,26.0,5.8672,0.7763,1143.0,2.3818,38.147525184268645,-123.9264239679519,1.4861
4.8952,11.0,2.6003,0.5474,1758.0,2.0,37.21928515916211,-117.871919932003,2.7464
2.8394,1.0,5.8719,1.0839,396.0,2.0677,41.88396244204143,-120.81609784745211,1.8343
4.403,38.0,10.2028,1.9728,316.0,3.1139,33.796177649288964,-116.42645088475152,2.794
2.8998,5.0,7.5699,0.9815,384.0,4.4652,39.103873263452144,-115.43530499242837,1.5339
6.4274,22.0,3.1978,0.6745,338.0,5.2967,36.34102829699078,-120.66937905671608,4.4728
2.9442,13.0,11.3225,1.7912,265.0,6.3166,36.56789634179334,-118.98134602665735,1.9942
7.3659,17.0,6.7503,0.9505,115.0,4.0759,39.31717877375267,-123.2672573451822,4.4792
1.3689,50.0,3.183,0.5577,568.0,4.8735,39.07814343758151,-120.1224768651535,1.4115
2.4859,7.0,2.7607,0.638,1361.0,4.4548,41.91693194017079,-120.71159587077872,2.7385
1.7943,38.0,3.8467,0.6474,870.0,3.8227,33.71974574981419,-122.57720367226257,2.6076
3.5681,7.0,5.0669,0.6798,665.0,2.8016,33.48904166914958,-115.10797443994885,3.6867
2.2365,12.0,6.0764,1.4734,4908.0,4.2415,39.38121876272304,-122.94507770057832,2.8339
2.3148,38.0,4.0475,0.822,2584.0,1.7365,37.99467571156089,-117.82473674593304,0.8483
1.6597,23.0,4.1756,0.6648,5523.0,3.9502,35.10452633231816,-115.15350224346118,1.2018
1.9689,48.0,5.6979,1.1155,1038.0,2.4255,33.25448400539537,-114.92432991143613,2.2864
2.6988,8.0,3.7706,0.4967,285.0,3.3774,33.31375337116609,-116.17098315167404,2.1439
0.6604,15.0,5.2404,1.0133,540.0,1.9713,40.99481330930912,-122.65051809432114,1.5451
0.5427,30.0,6.792,1.5385,7912.0,2.9346,34.32273958482806,-115.91697020325437,1.9027
2.8332,9.0,4.8462,0.6687,266.0,3.6537,35.57202984009745,-121.59606946963594,1.6773
0.5,45.0,8.6359,1.9733,1958.0,1.2102,34.653235821156386,-114.81482071195866,0.9104
2.3745,21.0,4.7606,0.9134,336.0,4.4645,35.872464905403405,-117.05458984504958,1.6589
2.0875,44.0,3.3632,0.4877,273.0,5.749,33.159526506087886,-116.2546906094067,0.4525
3.9726,14.0,10.7403,1.5839,1268.0,5.0689,37.43106801362857,-123.60715923822966,1.7198
1.6982,8.0,6.6166,1.5536,1629.0,4.7084,33.142319354126045,-118.38096630884279,1.8994
8.1552,47.0,5.1376,0.9343,601.0,6.5361,40.10338682431244,-115.87800766756386,5.0
4.922,36.0,5.0649,0.794,178.0,4.6879,34.720264778149115,-115.45330129588876,2.9905
0.9431,9.0,3.5918,0.5489,989.0,2.5125,37.630113188742854,-124.19936710029677,1.4901
2.2277,26.0,5.1108,0.8791,617.0,3.7311,40.86075133183385,-114.63882805817124,2.8184
7.9171,20.0,3.8443,0.85,146.0,3.5507,38.683335005948344,-124.04494330032396,4.5672
1.6681,38.0,8.1251,1.0033,440.0,2.4756,37.56309897223768,-118.04755386341408,1.9339
2.6195,6.0,5.8833,0.7884,1110.0,4.3045,35.581170654596065,-117.21943096003922,1.3151
7.2637,34.0,5.3809,0.9568,435.0,2.1914,35.66351817405288,-123.37287444273694,4.208
1.8619,23.0,4.0856,0.9724,269.0,1.7549,38.860126074382805,-123.99587541110348,2.1077
5.9661,39.0,5.1939,1.2199,1595.0,3.0182,41.94432393160109,-116.25842237826734,3.9444
1.4376,33.0,2.8998,0.6425,638.0,1.209,38.787472303569096,-120.46095843962695,2.5274
0.5,21.0,6.3249,1.5638,2456.0,3.0413,37.79894246501524,-123.3753185891912,1.6256
6.4235,41.0,4.0713,0.5455,1131.0,2.2435,39.441179847272835,-116.49198792792976,4.4113
3.6955,26.0,3.8089,0.8945,4644.0,1.885,36.919453316695325,-115.58378776349198,3.3952
3.8698,5.0,10.3518,1.2691,513.0,2.8354,33.071352254707456,-118.33244499703252,2.8487
1.2648,9.0,6.4847,1.1281,375.0,7.3125,37.841819750840145,-122.80701351143622,2.0837
1.3373,45.0,3.1095,0.4643,894.0,3.9336,41.59744020280111,-124.34016404933935,1.0788
6.0818,33.0,7.5624,1.2642,352.0,1.9293,34.16537795239777,-117.14157394632959,2.978
3.2228,25.0,2.4443,0.6028,653.0,2.2203,39.05504646279633,-118.72353341433417,2.6625
2.5037,47.0,3.5117,0.5716,267.0,3.0112,34.408870042261036,-117.66663001193916,1.8602
3.1729,17.0,5.8098,1.1727,955.0,2.6674,37.59036300249427,-115.96156096290424,2.1563
7.8143,40.0,4.9342,1.0336,598.0,3.0147,33.41842627164384,-119.94060834157379,4.1696
4.5113,47.0,3.8287,0.733,476.0,2.321,36.77852389445276,-123.19258757724698,2.2158
1.9498,19.0,5.4993,0.725,724.0,3.9072,39.68355162450484,-114.63017550339632,2.1731
1.0177,11.0,4.0038,0.926,172.0,3.7444,35.80192948027033,-118.774747663908,1.8901
4.1027,8.0,5.3379,1.1869,233.0,2.9254,38.816661382628574,-118.03941174957032,3.2564
1.4236,6.0,5.994,1.3033,1508.0,2.6261,40.05677462750243,-114.69917998970661,1.5648
1.1881,6.0,8.7496,2.0856,688.0,2.1996,41.3081892850548,-114.71837160874225,2.2745
6.8279,8.0,6.1852,1.0215,427.0,3.587,34.72909977762681,-118.49300662935417,4.4433
5.0062,24.0,4.6402,0.9043,142.0,6.0007,36.29350120018843,-121.37508004042503,3.0417
3.5608,19.0,5.8617,1.3003,1061.0,2.7891,33.94795212663897,-114.03030684286624,1.4182
1.1424,41.0,2.4582,0.437,317.0,3.5761,41.928593270504564,-117.35142055548788,1.5884
9.5114,27.0,9.1688,2.2481,211.0,2.2048,41.3065091952808,-120.2114148926334,5.0
5.5857,20.0,5.5785,1.2849,139.0,2.582,37.62959273766532,-118.62171357003731,2.3731
2.1976,24.0,17.741,3.3527,534.0,1.1596,40.499316296576005,-120.13374247218569,1.4055
1.8952,38.0,5.5769,0.776,1358.0,4.56,37.4491007840844,-115.1727959008852,1.454
2.8718,5.0,5.6294,1.0441,801.0,1.8587,38.424064036026216,-119.43375656390967,2.8572
1.9447,16.0,2.6836,0.3942,385.0,3.4625,33.34668210510216,-115.85295205219691,1.3038
12.7853,39.0,3.6911,0.638,929.0,2.1672,39.67506899471967,-115.67814887285846,5.0
2.0754,33.0,4.9546,0.7656,725.0,2.813,33.71327809453473,-115.84451045377989,2.1599
1.2872,10.0,4.2383,0.9565,504.0,4.9175,40.34764248739902,-116.91701956900542,1.2906
8.2639,51.0,10.1319,1.5575,2050.0,3.5038,39.92926683286866,-115.5237839735204,4.5383
1.8251,5.0,5.4725,1.0775,2371.0,2.6725,39.23307462855828,-120.43408941395882,0.8784
4.7138,19.0,4.613,0.5848,514.0,2.2424,32.84352361498524,-123.29603633550941,2.3696
4.3613,51.0,6.3408,1.3824,334.0,7.3018,35.37971938148062,-115.6542308540886,2.3935
2.6091,41.0,4.33,0.7723,609.0,4.5331,34.99956941415301,-119.26923163528288,1.8168
1.3756,21.0,6.1793,1.0757,207.0,4.1005,35.921295870979435,-123.16255165845756,1.2216
2.6281,3.0,3.0044,0.5305,465.0,3.5281,33.33260609425647,-123.28921851708891,2.5441
1.1985,28.0,9.0152,1.9172,662.0,2.9979,41.4010993187951,-122.82795486289612,1.5278
2.6735,41.0,5.7936,1.02,341.0,2.1072,37.761121286767576,-116.61478077349538,2.0535
4.669,19.0,5.9781,1.2905,1280.0,1.7653,35.40248095125122,-117.03600492860404,3.2086
9.0471,16.0,4.0326,0.6322,769.0,1.7972,36.27132441220569,-122.35990385805873,4.3348
1.2694,2.0,7.2775,1.7821,1207.0,2.1593,36.74842413479594,-115.60730410984715,0.7017
2.2811,8.0,2.9391,0.5477,4897.0,2.7306,38.20564616692587,-121.54640464695343,2.4963
1.8826,46.0,4.0641,0.796,1713.0,4.281,37.39895456311673,-116.17365137519305,1.9972
3.2924,38.0,5.8104,1.2222,129.0,3.2797,41.234223745536966,-119.36753796878311,2.2468
0.9368,12.0,4.8156,0.9439,186.0,2.1781,37.22115308760539,-116.81873883334505,1.5941
1.419,24.0,3.3091,0.6398,378.0,5.5522,41.92550114082147,-120.49542953772756,1.4813
0.8316,1.0,4.5579,0.5484,461.0,3.1718,40.58853709857841,-120.85502373050485,1.362
0.9932,18.0,4.064,0.7305,778.0,3.2486,34.480849886394694,-115.66572421092701,0.15
1.7121,23.0,3.7971,0.8835,359.0,3.3255,41.3406545391172,-124.12932632760227,2.5905
8.7549,39.0,9.0897,2.1824,183.0,4.9042,33.60548077991202,-114.26526205379618,5.0
3.4671,27.0,3.7496,0.5905,1255.0,3.916,40.26577223066632,-117.69411463821358,2.8564
2.8448,44.0,3.2045,0.6796,450.0,3.2492,36.11592128802751,-119.95892442390586,2.5752
6.9784,44.0,3.2477,0.7522,116.0,2.0227,40.84075604422816,-117.90542742292054,4.9613
3.5556,6.0,4.1066,0.7279,1179.0,4.1961,40.74653855602078,-123.21122006218069,3.1205
3.7973,28.0,5.2171,1.0315,174.0,3.5208,40.1562913011174,-119.10244921941775,3.1399
1.9521,23.0,5.8139,1.1813,182.0,4.1056,40.005289144917086,-114.15649700493212,1.7368
1.74,34.0,10.1004,2.4581,1281.0,2.7264,35.39445182143139,-122.02967090260958,1.5068
1.0857,25.0,2.2256,0.4065,220.0,4.5827,33.26873318898689,-116.91607996011834,1.5425
1.7847,11.0,3.024,0.6688,2044.0,3.5251,36.32831169826903,-119.93280055376714,0.9692
2.2336,48.0,3.7282,0.538,1581.0,3.3615,34.14848289237183,-117.64918944087648,1.0905
3.4601,1.0,3.6507,0.7161,181.0,1.8174,39.10203534457339,-122.34868409873636,2.5222
2.6492,38.0,2.8052,0.5028,276.0,3.6776,35.78794740210896,-119.56011768251517,2.4213
2.1053,10.0,4.9516,0.7421,301.0,2.9651,41.76829690816919,-114.2090265044776,1.3206
1.4359,9.0,10.6868,1.3013,494.0,2.8521,38.58923473478065,-122.4494849143319,1.8593
3.5944,26.0,7.0129,1.3805,1342.0,2.9503,40.31356535452643,-117.81732720758805,2.6261
1.9185,10.0,3.3682,0.7585,1609.0,2.6039,33.75898439104756,-118.45622363794865,1.8174
3.4822,18.0,4.7524,1.069,672.0,3.2134,40.68913758158992,-118.56695834395076,1.7947
0.7123,50.0,4.696,0.8013,730.0,1.7518,41.266193309877245,-118.04120545865803,1.2713
3.4401,9.0,5.9502,0.8539,411.0,2.9067,37.12708822877989,-119.22650127627361,1.9104
4.5852,45.0,4.8267,1.1711,1217.0,2.4837,38.259402908634286,-124.32222712229459,4.4091
4.1941,26.0,4.0965,0.6949,602.0,7.7979,39.76569310857846,-115.04898347963726,3.4073
2.3686,42.0,10.3375,1.7079,192.0,1.3746,34.160966958973916,-115.81672231141768,1.9904
5.1589,9.0,4.3734,0.8744,1319.0,2.8286,37.274377726402705,-122.67123935032822,3.0981
1.1151,36.0,4.0334,0.7148,394.0,3.6299,36.28729876383697,-120.16063163752187,0.8678
2.5537,15.0,9.4002,1.5482,294.0,3.6022,33.890552925541364,-116.40923570271754,2.2921
2.3741,24.0,5.3596,0.8696,741.0,3.9272,35.99157701176955,-114.20934568843352,1.5974
5.6152,40.0,5.5713,0.9526,3845.0,2.6206,33.14763693916219,-114.51306101236125,3.2726
0.6608,2.0,9.3283,1.9505,558.0,1.2245,32.745213116020125,-115.05672840340017,0.8882
1.296,4.0,5.3655,0.6519,1061.0,2.4643,33.78407974697082,-122.83707407835904,1.9752
9.2357,38.0,3.7917,0.555,328.0,2.9997,41.64959356009715,-114.89801138690545,5.0
0.5,31.0,6.0724,0.9305,3233.0,3.6994,37.720530591002664,-115.27632841401366,1.8405
4.8071,20.0,2.1522,0.5379,907.0,3.3485,41.67531053095559,-120.5420259327529,4.124
1.6649,39.0,12.5664,2.9522,1695.0,2.5158,36.608729844136256,-120.35751275736925,1.603
3.2488,45.0,2.9675,0.5186,1459.0,2.9636,35.462253264309965,-119.67095631947082,2.5847
7.313,26.0,4.9085,1.0365,1036.0,4.3794,37.30834769698232,-117.61015587485262,3.1599
3.3376,5.0,5.7875,0.8719,390.0,2.4653,36.675361042012646,-121.76122603217833,2.0934
7.42,4.0,1.9102,0.4624,406.0,3.6115,33.50381450048657,-124.25904149088058,3.4835
1.9258,22.0,3.6875,0.8874,489.0,2.6887,38.58784998955696,-123.01708999172895,2.3436
2.1125,6.0,10.0493,1.4175,2222.0,2.7943,34.55236273384119,-119.87878297044388,1.6893
4.7152,37.0,8.1187,1.9541,412.0,6.8631,38.38608557152938,-121.53897302102489,3.2995
1.9985,31.0,9.1848,1.5923,422.0,1.7005,38.676910377782455,-116.47257610912061,2.9285
4.1294,5.0,4.314,0.7938,558.0,1.7945,33.94423610472216,-123.37975425923266,2.3
6.2256,7.0,8.2306,1.7286,236.0,2.0022,33.08282145755135,-114.86661513167456,3.28
4.992,5.0,6.2543,1.1397,832.0,3.5891,39.91723506765018,-115.09906461058894,3.8216
0.9001,4.0,4.7331,0.9205,2195.0,2.3478,36.86810402580854,-114.95805342220048,1.6773
2.1405,27.0,6.4145,1.143,489.0,2.0281,33.05255605730202,-116.73409501466507,0.8821
3.3111,9.0,5.4398,0.7003,556.0,4.2184,41.95123001311279,-123.3765002994222,1.9674
2.2917,37.0,6.1571,1.1795,1600.0,2.6754,33.04891532946548,-119.89955550061956,2.4084
2.8736,2.0,3.0471,0.3852,1151.0,2.0008,39.102834674156256,-123.12024359604263,3.0579
3.3419,49.0,7.0157,0.9335,2254.0,3.3794,41.84494979000243,-114.12915847600863,1.7367
1.8802,19.0,2.0866,0.4368,599.0,5.7141,34.77221099005129,-121.00309655431393,1.7004
2.374,39.0,3.7835,0.685,585.0,4.4746,33.851369002528365,-118.35402931015435,0.8362
1.1892,17.0,2.6225,0.4987,1516.0,1.8191,33.65315692451308,-116.31637293043568,1.4244
1.9455,17.0,11.5501,1.6387,313.0,2.3415,35.38111390189216,-114.83353111563072,1.4912
0.9336,48.0,20.0,4.1815,3792.0,2.6461,33.459935204601145,-116.56674887866572,1.1995
2.9492,40.0,10.9202,1.4125,821.0,3.1455,39.075532746094254,-117.4177103229545,2.7792
2.3744,51.0,8.0907,1.2373,2448.0,3.033,33.09177208223559,-119.60719128859941,1.8429
1.4318,50.0,3.3877,0.8042,586.0,3.2159,37.339510217423005,-118.1432985956195,0.6469
9.4847,24.0,3.2163,0.3967,3035.0,5.9556,41.96862011160328,-123.51128000704529,5.0
2.2892,13.0,5.3542,1.1617,201.0,2.3687,40.23271756030718,-115.21881330940674,1.8257
3.3221,28.0,4.5469,0.6394,939.0,2.3778,38.3445846631946,-118.7903382571812,1.8038
1.7384,46.0,3.4154,0.7798,180.0,2.8714,35.409409397472814,-124.0785819704331,2.2994
2.0339,50.0,4.8775,0.9707,633.0,3.005,38.427010444770566,-114.84102768057107,1.8313
3.4113,45.0,2.2553,0.2805,626.0,2.1495,37.50689390716069,-119.36232927471288,2.9795
2.1542,42.0,3.7632,0.4557,1070.0,1.9738,36.54779214695853,-115.37981401360948,1.5653
2.7246,14.0,3.3832,0.6591,1001.0,4.2668,33.74174857903189,-115.50267648084375,2.7215
4.7816,23.0,6.241,1.393,623.0,4.7916,40.92274004478443,-115.93460833170029,4.0036
1.8915,23.0,3.0443,0.6479,1013.0,3.9586,36.77295416380257,-123.85526829739877,1.9432
1.0698,10.0,4.1815,0.6624,862.0,3.3174,34.348913862297266,-121.9058002230458,1.2765
0.9339,38.0,4.1615,0.891,724.0,4.6303,35.993713833334255,-115.30674733911297,1.2487
7.4403,49.0,5.5964,0.8738,671.0,4.8434,36.43423264902481,-115.06059391145301,4.4962
5.2164,17.0,5.4938,1.0128,120.0,3.7043,40.361610007885304,-119.69027694512754,4.035
4.3019,27.0,3.9051,0.5809,1179.0,1.8719,39.46933661533332,-119.87956458963087,2.3059
2.0032,11.0,6.1747,0.8338,2506.0,3.2808,39.80839648959273,-122.66102334419543,2.8655
1.0691,19.0,3.1212,0.7642,1021.0,2.9229,32.60479701207215,-114.33168671874292,0.8344
2.2309,45.0,3.6907,0.7539,747.0,2.4022,36.453462982707734,-122.26204600873005,1.7344
2.5463,44.0,4.4579,0.6648,2776.0,3.3814,37.07276944053557,-122.49516376431696,2.14
1.2311,44.0,8.989,1.2226,716.0,2.7079,32.68232662981904,-117.56234581343367,1.4272
0.9717,27.0,8.2215,1.2617,833.0,1.8269,34.96822548307782,-121.9501348184953,0.7505
0.8096,36.0,2.152,0.3621,7154.0,3.0484,39.722753319660285,-114.6428980843489,1.4726
4.3067,16.0,6.1808,1.4371,291.0,2.7612,33.80254220442549,-124.38547654916316,3.1243
1.1691,23.0,5.4856,1.1449,894.0,2.0879,37.58544624879962,-124.43959074560533,0.9206
3.3756,33.0,6.2621,1.0446,1934.0,2.9331,34.544417784163755,-119.19879358492621,2.4726
2.0576,22.0,3.3625,0.546,760.0,6.1441,32.61514735911699,-119.37534417090855,1.6347
4.1072,14.0,15.0369,2.2691,518.0,4.0961,34.79141384719564,-122.78467777004045,3.7579
3.4386,13.0,3.873,0.5215,518.0,3.859,41.77080067164551,-119.30754458881201,2.7513
2.3109,22.0,5.1103,1.1854,779.0,3.741,40.1146025628884,-120.17755839571514,2.9003
2.9782,7.0,12.0197,2.1794,401.0,1.727,41.61597812104982,-115.15153998390512,2.8191
2.5162,38.0,4.6956,1.1411,531.0,5.4781,37.13461341730044,-124.40283383772189,1.47
1.767,1.0,3.9544,0.8754,1619.0,3.3008,33.54249388743629,-114.249167047154,0.7827
5.3982,51.0,7.2236,1.5178,82.0,2.5514,37.705615145250086,-117.94387597489366,2.9075
2.0215,33.0,4.3854,0.7236,917.0,2.8883,36.81658467831963,-122.9056438207246,2.0263
2.5579,22.0,5.1932,0.9411,233.0,1.5276,40.521392286026355,-124.00901985498275,1.6519
1.0095,23.0,2.8988,0.4373,995.0,3.2973,33.431784517450325,-118.84989058512807,1.528
3.2931,15.0,3.3339,0.7466,883.0,5.494,37.138290801706894,-122.0336532572959,2.5233
1.7729,44.0,5.4733,0.9886,938.0,3.4359,33.92546231459285,-121.33776186148678,2.6607
1.9468,15.0,4.0351,0.8982,1448.0,2.1374,35.58442130545557,-121.9261122692376,1.9839
1.5103,31.0,3.0067,0.3929,353.0,6.1919,39.504892235184094,-117.67319070748863,1.8171
2.4923,28.0,3.9246,0.6315,907.0,1.6232,37.02217222900328,-118.6879458977806,1.5107
0.6673,3.0,4.05,0.5322,1195.0,1.803,36.07093870888481,-123.68126855302098,0.5985
4.3826,42.0,4.9951,0.9826,2153.0,2.356,36.247524646415336,-118.97147140166066,2.8428
2.6457,25.0,5.0841,1.0884,712.0,5.0632,36.86474429985687,-116.19250746158535,1.8042
1.9599,33.0,6.2062,1.3779,445.0,3.1554,39.95765716645204,-123.64745679638659,1.4702
0.9197,33.0,3.1369,0.5275,140.0,3.7051,40.974804544932226,-115.1577407495806,1.5776
3.6809,23.0,3.4575,0.4764,1596.0,1.8198,41.57567952178732,-118.42778018079885,3.0092
1.7436,28.0,3.2533,0.8,795.0,7.977,39.9755821694253,-114.51844307266168,2.4555
6.7819,16.0,3.7832,0.5474,159.0,1.5558,35.49636550960612,-122.94451721391505,2.9011
3.8207,37.0,3.8191,0.6186,494.0,1.751,39.03727970782215,-114.0675675067902,2.3902
7.9586,5.0,2.8655,0.4574,828.0,1.3022,36.65722967852622,-117.7351349073184,3.7164
2.9918,43.0,10.061,2.2144,176.0,7.3579,34.91937090943749,-118.54131090544884,2.475
5.7804,11.0,5.2848,1.2089,895.0,4.0358,40.48828000454627,-119.0895639468231,4.1386
3.7582,12.0,3.6517,0.5737,1193.0,6.3937,32.865050315142085,-124.25162908246772,2.8326
1.9824,21.0,4.2017,0.659,587.0,3.222,41.06673892528652,-114.63378848872944,2.987
3.0989,18.0,4.8644,1.0199,2117.0,2.9606,36.88403591393497,-117.73805803503092,1.8833
1.5162,14.0,4.629,1.0724,168.0,2.2596,38.55341402967866,-123.53792191275744,2.4338
11.5669,33.0,3.841,0.5365,653.0,2.1237,38.76386226095494,-124.28000221190749,5.0
2.533,21.0,7.6313,1.8918,441.0,2.9456,41.003618536712096,-123.96677178801411,1.303
2.7686,26.0,5.0645,1.0575,711.0,4.4915,38.54836198058847,-118.10134448396147,2.4646
3.5715,25.0,4.8779,0.7766,370.0,3.1959,38.33236905522059,-118.05283814360685,3.2782
1.2702,40.0,9.1923,2.0178,537.0,2.2056,33.133194385326554,-119.25349343629487,1.1693
6.8549,25.0,12.4289,1.5674,2600.0,4.0461,37.42487620847944,-121.27895888314401,3.8462
1.3261,35.0,5.1147,1.2188,907.0,8.4487,33.9266055077619,-118.91670131804626,1.2615
1.132,50.0,5.6804,1.0339,189.0,3.844,39.50562080285411,-119.07883088079929,2.7442
2.4192,20.0,2.6047,0.3845,1120.0,4.0461,37.366108247720405,-124.29613662129606,2.1712
1.1101,2.0,5.1358,1.0677,447.0,3.2466,38.962163902479354,-121.53407308156127,2.3033
8.1121,41.0,7.6285,1.0077,958.0,2.5567,32.895892555722654,-123.94155391459493,5.0
2.3129,51.0,2.1935,0.3986,2369.0,4.9433,33.30552415243513,-115.04837510979962,2.1512
0.5,12.0,2.663,0.6446,1856.0,7.9024,39.30507218659548,-116.88515679075607,1.179
3.1267,32.0,12.1302,2.4626,524.0,3.1782,33.1848011919874,-114.04079071297443,2.4325
4.0046,43.0,3.5056,0.4637,1911.0,2.6418,33.17693891376996,-121.32720173529448,2.6569
2.0238,33.0,5.9945,1.4022,1918.0,2.7008,32.61503051473143,-115.27589859855244,1.6597
1.0522,48.0,5.8046,1.3224,344.0,3.7382,41.58676328384506,-118.16793018670894,1.3186
2.5286,31.0,6.3318,1.3686,921.0,2.1254,39.506329414860566,-119.74218322751214,2.195
1.9402,33.0,6.5792,0.9293,130.0,5.7364,35.855888380769606,-122.16298233146934,0.5578
1.3731,20.0,6.9191,1.3859,1723.0,2.0737,35.317088022232724,-116.7468822644955,1.8559
1.2909,41.0,4.8768,1.0832,1806.0,5.2006,35.82218068258557,-115.00652213650486,0.7217
3.0324,37.0,4.2572,0.9057,93.0,2.3864,39.859208546221225,-122.0292618202086,2.6642
5.1147,37.0,3.2284,0.5274,2658.0,2.3318,38.78302080516894,-122.65840148277707,3.8884
3.755,40.0,3.5182,0.8567,683.0,3.3796,34.259357894740944,-117.1896698924489,3.1394
0.8109,14.0,4.0888,0.5966,684.0,2.4969,34.154038685673804,-114.24178179138205,1.1435
4.1822,36.0,3.7938,0.6713,1754.0,1.5279,33.434758672277276,-116.62547143840717,3.6573
4.668,12.0,5.5749,0.9662,931.0,4.8995,38.772875837162715,-121.51190223999969,4.061
7.2109,26.0,5.3442,1.2641,546.0,6.4713,39.76154029110649,-120.09046804644825,4.3412
1.3981,34.0,2.9165,0.4291,300.0,1.9322,35.01794106908754,-120.4646648276871,2.31
2.6127,6.0,3.4298,0.7554,1660.0,2.7355,32.69897712979367,-115.55300231050602,1.5856
4.0441,46.0,5.596,1.0587,303.0,3.5213,33.28063084102606,-116.40060682184165,2.6194
1.8789,13.0,2.3732,0.4723,1740.0,2.9628,41.69467033102779,-118.31575793500404,1.7772
4.0002,22.0,5.1408,0.6293,2894.0,4.1116,35.306725386035495,-121.61292934083252,3.3066
2.6729,35.0,3.9489,0.8205,835.0,2.7369,39.80761990446227,-114.65112045891841,2.429
1.503,19.0,4.9235,0.7347,2121.0,2.5343,38.43430390411551,-117.64019013992396,1.7665
1.5954,37.0,6.9134,1.2375,502.0,2.9651,36.12842657670251,-114.30999521236129,2.3734
6.5176,23.0,4.0968,0.745,707.0,2.7385,34.45402899085777,-118.40877115305868,3.6144
1.3532,50.0,4.75,1.164,220.0,5.1927,33.65317097251436,-115.87747603718205,1.602
1.2001,32.0,3.1847,0.5749,474.0,3.2768,38.34262319636923,-115.96239351635747,2.0486
3.4593,44.0,5.2485,0.9147,480.0,3.6837,39.85902091605899,-120.95804784324729,2.2251
2.6607,11.0,2.3134,0.5063,347.0,3.4207,38.61709040864074,-114.3777824089491,2.4598
1.0853,4.0,4.25,0.7422,610.0,2.598,37.53787026586701,-124.26961459022557,1.1126
